departement;categorie;titre;contenu;difficulte;rarete;source;consigne
44 Loire-Atlantique;insolite;Un éléphant qui marche;Le grand éléphant des Machines de l’île transporte des visiteurs sur l’ancien site des chantiers navals. L’idée est simple et spectaculaire. Un animal mécanique remplace symboliquement les navires, en gardant l’échelle industrielle du lieu. Ce détail crée une image rapide, utile pour retenir le département.;1;commune;Les Machines de l'île;moins de 15 secondes sur smartphone
44 Loire-Atlantique;insolite;Le Passage Pommeraye;Le Passage Pommeraye, à Nantes, relie plusieurs niveaux de rue par un escalier couvert et décoré. Il surprend par sa verticalité. Cette galerie commerciale du XIXe siècle donne à la ville un décor presque théâtral, très facile à visualiser. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Nantes Tourisme;moins de 15 secondes sur smartphone
44 Loire-Atlantique;insolite;Escal’Atlantic;À Saint-Nazaire, Escal’Atlantic fait revivre l’univers des paquebots dans l’ancienne base sous-marine. Le contraste est saisissant. On entre dans un lieu de guerre pour imaginer le luxe du voyage transatlantique, avec décors, passerelles et cabines. Ce détail crée une image rapide, utile pour retenir le département.;3;peu commune;Saint-Nazaire Renversante;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Nice rejoint la France;Nice devient française en 1860, après un rattachement lié aux équilibres politiques du temps. Cette date récente donne aux Alpes-Maritimes une identité frontalière particulière. Le département rappelle que la carte de France a encore bougé au XIXe siècle. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Ville de Nice;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Grasse et le parfum;Grasse s’impose comme capitale du parfum grâce à des savoir-faire liés aux plantes, aux essences et aux gantiers parfumeurs. L’anecdote donne aux Alpes-Maritimes une identité olfactive unique. Ici, le territoire se retient aussi par l’odeur. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Musée International de la Parfumerie;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Cannes et son festival;Le Festival de Cannes, lancé après la Seconde Guerre mondiale, transforme une ville balnéaire en capitale mondiale du cinéma. L’anecdote est immédiate. Les Alpes-Maritimes ne sont pas seulement un décor de vacances, mais une scène culturelle internationale. Ce repère aide à mémoriser le département sans multiplier les dates.;1;commune;Festival de Cannes;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Tende et La Brigue;Tende et La Brigue rejoignent la France après la Seconde Guerre mondiale. Cette histoire très récente montre la complexité de la frontière alpine. Les Alpes-Maritimes possèdent donc une mémoire territoriale mouvante, entre France, Italie et montagne. Ce repère aide à mémoriser le département sans multiplier les dates.;4;rare;Archives départementales des Alpes-Maritimes;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Antipolis antique;Antibes descend de l’antique Antipolis, fondée dans l’orbite grecque de la Méditerranée. Cette origine rappelle que la Côte d’Azur n’est pas seulement un produit touristique moderne. Elle appartient à une histoire portuaire et commerciale très ancienne. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Ville d'Antibes;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;La route Napoléon;Après son retour de l’île d’Elbe en 1815, Napoléon débarque à Golfe-Juan avant de remonter vers Paris. Cet épisode donne au littoral azuréen une place dans un moment décisif. Une plage devient point de départ politique. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Route Napoléon;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Le fort Carré;Le fort Carré d’Antibes rappelle la surveillance militaire d’un littoral proche des frontières. Sa silhouette géométrique domine le port. L’anecdote montre que la Côte d’Azur fut aussi un espace stratégique, pas seulement un ruban de plages. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Ville d'Antibes;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Menton et les hivernants;Menton se développe comme station climatique appréciée des hivernants européens au XIXe siècle. Son air doux devient argument de séjour. Les Alpes-Maritimes racontent ici la naissance d’un tourisme de santé, avant le tourisme de masse balnéaire. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Ville de Menton;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Renoir à Cagnes;Auguste Renoir passe ses dernières années à Cagnes-sur-Mer, où sa maison est devenue musée. L’anecdote donne au département une intimité artistique. La Côte d’Azur n’est pas seulement un décor de peintres, elle fut aussi un lieu de vie. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Musée Renoir Cagnes-sur-Mer;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;histoire;Une frontière fortifiée;Les vallées alpines des Alpes-Maritimes gardent des forts, routes militaires et villages perchés liés à la frontière. Cette histoire défensive nuance l’image légère de la Riviera. Derrière les palmiers, le département possède une vraie mémoire de montagne surveillée. Ce repère aide à mémoriser le département sans multiplier les dates.;4;rare;Département des Alpes-Maritimes;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;géographie;Mer et haute montagne;Les Alpes-Maritimes concentrent une géographie rare, où la Méditerranée et les hauts reliefs se répondent à courte distance. On peut passer d’une promenade littorale à un paysage alpin. Cette proximité donne au département une puissance stratégique en jeu. Ce repère donne une image claire du département en quelques secondes.;1;commune;IGN;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;géographie;Le Mercantour;Le parc national du Mercantour donne au département une dimension sauvage et alpine. Il contraste fortement avec Nice, Cannes ou Antibes. L’anecdote aide à ne pas réduire les Alpes-Maritimes à la Côte d’Azur mondaine. Ce repère donne une image claire du département en quelques secondes.;2;commune;Parc national du Mercantour;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;géographie;Les corniches;Les corniches entre Nice, Èze et Menton offrent des routes spectaculaires entre mer et falaise. Elles donnent une lecture verticale du littoral. La Côte d’Azur n’est pas une simple plage, mais un balcon de pierre sur la Méditerranée. Ce repère donne une image claire du département en quelques secondes.;2;commune;Côte d'Azur France;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;géographie;La vallée des Merveilles;La vallée des Merveilles, dans le Mercantour, est célèbre pour ses gravures rupestres. Ce paysage d’altitude donne aux Alpes-Maritimes une profondeur préhistorique inattendue. La montagne devient ici à la fois nature, mémoire et musée à ciel ouvert. Ce repère donne une image claire du département en quelques secondes.;3;peu commune;Parc national du Mercantour;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;géographie;Le Paillon niçois;Le Paillon traverse Nice de façon souvent discrète, en partie couvert ou aménagé. Son histoire rappelle que les villes méditerranéennes composent avec des cours d’eau irréguliers. La géographie urbaine se cache parfois sous des promenades et des jardins. Ce repère donne une image claire du département en quelques secondes.;3;peu commune;Ville de Nice;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;gastronomie;La socca;La socca, galette de farine de pois chiche cuite au feu vif, est l’un des goûts les plus simples de Nice. Elle se mange chaude, souvent debout. Une spécialité parfaite pour relier marché, rue, Méditerranée et mémoire populaire. Ce goût local donne une accroche simple au joueur sur smartphone.;1;commune;Cuisine niçoise;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;gastronomie;La salade niçoise;La salade niçoise est célèbre, mais souvent discutée dans ses ingrédients. Cette tension fait partie de son intérêt. Elle raconte une cuisine locale qui défend ses usages face aux versions touristiques, avec une identité très affirmée. Ce goût local donne une accroche simple au joueur sur smartphone.;1;commune;Cuisine niçoise;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;gastronomie;La pissaladière;La pissaladière associe pâte, oignons, anchois et olives dans une spécialité niçoise très parfumée. Elle donne aux Alpes-Maritimes une cuisine de marché et d’apéritif. L’anecdote est courte, mais elle fait immédiatement sentir la Méditerranée. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Cuisine niçoise;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;gastronomie;Le pan bagnat;Le pan bagnat reprend l’esprit de la salade niçoise dans un pain rond imbibé d’huile d’olive. C’est une cuisine portable, parfaite pour un territoire de marché, de plage et de promenade. Une spécialité mobile avant l’heure. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Cuisine niçoise;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;gastronomie;Le citron de Menton;Le citron de Menton bénéficie d’une forte image locale, liée au climat doux et aux jardins. Il donne aux Alpes-Maritimes une saveur très nette, acide et solaire. La gastronomie devient ici presque un marqueur de lumière. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Fête du Citron Menton;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;culture;Le carnaval de Nice;Le carnaval de Nice est l’un des grands carnavals européens, avec chars, fleurs et foule sur la promenade. Il donne au département une culture festive très ancienne et visuelle. Pour GeoDoku, c’est une image immédiatement accessible. C’est un repère culturel facile à retenir pendant une partie.;1;commune;Ville de Nice;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;culture;Matisse à Nice;Le musée Matisse rappelle le lien fort entre l’artiste et Nice. Lumière, couleurs et Méditerranée nourrissent une partie de son œuvre. L’anecdote donne aux Alpes-Maritimes une identité picturale qui dépasse largement la carte postale balnéaire. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Musée Matisse Nice;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;culture;La Fondation Maeght;À Saint-Paul-de-Vence, la Fondation Maeght associe art moderne, architecture et jardin. Le lieu montre que la culture azuréenne n’est pas seulement urbaine. Elle peut se poser dans un village perché et dialoguer avec le paysage. C’est un repère culturel facile à retenir pendant une partie.;3;peu commune;Fondation Maeght;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;culture;Picasso à Antibes;Le musée Picasso d’Antibes occupe le château Grimaldi, où l’artiste travailla après la guerre. Le lieu relie mer, patrimoine et création moderne. Les Alpes-Maritimes deviennent ainsi un atelier méditerranéen, pas seulement une destination touristique. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Musée Picasso Antibes;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;culture;Cannes tapis rouge;Cannes transforme chaque année le cinéma en rituel de marches, flashes et compétition. L’anecdote est connue, mais efficace. Elle donne aux Alpes-Maritimes une puissance culturelle mondiale, concentrée dans une image simple, rouge et immédiatement reconnaissable. C’est un repère culturel facile à retenir pendant une partie.;1;commune;Festival de Cannes;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;insolite;Un aéroport sur la mer;L’aéroport de Nice est installé en bord de mer, avec des pistes gagnées sur la baie. L’arrivée en avion offre souvent une impression spectaculaire. Le département accueille le visiteur par une géographie très condensée, entre eau, ville et montagne. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Aéroport Nice Côte d'Azur;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;insolite;Èze suspendu;Èze surprend par son village perché au-dessus de la Méditerranée. La distance entre ruelles de pierre et mer bleue crée une image presque verticale. L’anecdote est simple, très visuelle, et résume l’effet balcon de la Côte d’Azur. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Office de tourisme d'Èze;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;insolite;La Promenade des Anglais;La Promenade des Anglais doit son nom aux hivernants britanniques qui fréquentaient Nice. Ce détail donne une lecture sociale du bord de mer. Une avenue célèbre devient le souvenir d’un tourisme européen ancien et très influent. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Ville de Nice;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;insolite;Menton fête le citron;La Fête du Citron de Menton transforme un fruit en sculptures géantes et décor urbain. L’anecdote fonctionne parce qu’elle est immédiatement visuelle. Le citron n’est plus seulement un produit local, il devient matière de spectacle populaire. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Fête du Citron Menton;moins de 15 secondes sur smartphone
06 Alpes-Maritimes;insolite;Des gravures en altitude;Dans la vallée des Merveilles, des milliers de gravures rupestres apparaissent dans un décor de haute montagne. Le contraste est très fort. On ne s’attend pas à trouver une mémoire préhistorique aussi dense dans un département associé aux plages. Ce détail crée une image rapide, utile pour retenir le département.;3;peu commune;Parc national du Mercantour;moins de 15 secondes sur smartphone
34 Hérault;histoire;Montpellier médecine;La faculté de médecine de Montpellier est l’une des plus anciennes encore en activité en Europe. Cette histoire donne à l’Hérault une identité savante très forte. Le département ne se résume pas au littoral, il porte aussi une mémoire universitaire majeure.;2;commune;Université de Montpellier;moins de 15 secondes sur smartphone
34 Hérault;histoire;Béziers 1209;En 1209, Béziers est prise pendant la croisade contre les Albigeois, dans un épisode resté très violent. L’anecdote donne à l’Hérault une profondeur médiévale sombre. Le Sud lumineux cache aussi des mémoires de guerre religieuse. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Archives départementales de l'Hérault;moins de 15 secondes sur smartphone
34 Hérault;histoire;Le canal à Béziers;Le Canal du Midi passe par Béziers et ses ouvrages spectaculaires, dont les écluses de Fonseranes. Cette histoire d’ingénierie relie l’Hérault à un projet royal et commercial. L’eau devient ici un monument autant qu’un outil. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Voies navigables de France;moins de 15 secondes sur smartphone
34 Hérault;histoire;Sète fondée par Louis XIV;Sète est créée au XVIIe siècle comme port voulu par le pouvoir royal pour ouvrir le Canal du Midi sur la Méditerranée. L’anecdote est simple. Une ville portuaire naît d’un projet politique, technique et maritime très précis. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Ville de Sète;moins de 15 secondes sur smartphone
34 Hérault;histoire;Molière à Pézenas;Pézenas garde la mémoire des passages de Molière et de sa troupe en Languedoc. L’histoire est séduisante parce qu’elle associe théâtre, province et formation d’un regard comique. L’Hérault devient alors un décor de culture vivante. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Office de tourisme de Pézenas;moins de 15 secondes sur smartphone
34 Hérault;histoire;Maguelone isolée;La cathédrale de Maguelone, posée entre lagunes et mer, rappelle un ancien siège épiscopal dans un paysage presque insulaire. L’anecdote est forte car elle relie religion, isolement et littoral. Le patrimoine semble ici émerger de l’eau. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Cathédrale de Maguelone;moins de 15 secondes sur smartphone
34 Hérault;histoire;Saint-Guilhem pèlerin;Saint-Guilhem-le-Désert se développe autour d’une abbaye sur les chemins de pèlerinage. Le village donne à l’Hérault une image médiévale très concentrée. Gorge, pierre et spiritualité s’y rejoignent dans un paysage facilement mémorisable. Ce repère aide à mémoriser le département sans multiplier les dates.;2;commune;Office de tourisme Saint-Guilhem;moins de 15 secondes sur smartphone
34 Hérault;histoire;Lattes antique;Lattes, près de Montpellier, conserve la mémoire d’un port antique important dans les échanges méditerranéens. Cette histoire est moins connue que celle de Béziers ou Sète. Elle rappelle pourtant que l’Hérault regarde la mer depuis très longtemps. Ce repère aide à mémoriser le département sans multiplier les dates.;4;rare;Site archéologique Lattara;moins de 15 secondes sur smartphone
34 Hérault;histoire;Lodève textile;Lodève possède une histoire textile et manufacturière qui nuance l’image balnéaire de l’Hérault. Le département n’est pas seulement fait de plages, vignes et villes universitaires. Il garde aussi des traces d’ateliers, de draps et d’économie intérieure. Ce repère aide à mémoriser le département sans multiplier les dates.;4;rare;Ville de Lodève;moins de 15 secondes sur smartphone
34 Hérault;histoire;Montpellier sans port ancien;Montpellier devient puissante sans être directement un grand port maritime. Sa force vient du commerce, de l’université et de sa position de carrefour. L’anecdote est utile, car elle casse l’idée simple ville du Sud égale port. Ce repère aide à mémoriser le département sans multiplier les dates.;3;peu commune;Ville de Montpellier;moins de 15 secondes sur smartphone
34 Hérault;géographie;L’étang de Thau;L’étang de Thau forme une lagune majeure entre Sète, Bouzigues et Mèze. Il donne à l’Hérault une géographie d’eau calme, d’huîtres et de villages. Le littoral n’est pas seulement plage, il est aussi bassin vivant. Ce repère donne une image claire du département en quelques secondes.;1;commune;Sète Archipel de Thau;moins de 15 secondes sur smartphone
34 Hérault;géographie;Le Pic Saint-Loup;Le Pic Saint-Loup domine l’arrière-pays de Montpellier avec une silhouette très reconnaissable. Il donne au département un repère de relief sec et viticole. L’Hérault se lit alors entre ville, garrigue et lignes de calcaire. Ce repère donne une image claire du département en quelques secondes.;2;commune;Grand Pic Saint-Loup Tourisme;moins de 15 secondes sur smartphone
34 Hérault;géographie;Le Salagou rouge;Le lac du Salagou est entouré de terres rouges appelées ruffes. Cette couleur donne au paysage une identité immédiate, presque irréelle. L’anecdote est très visuelle et permet d’associer l’Hérault à autre chose que la Méditerranée. Ce repère donne une image claire du département en quelques secondes.;2;commune;Grand Site Salagou de Mourèze;moins de 15 secondes sur smartphone
34 Hérault;géographie;Gorges et causses;L’arrière-pays héraultais possède des gorges, des causses et des plateaux qui contrastent avec le littoral. Cette diversité géographique explique pourquoi le département peut jouer plusieurs rôles. Il est méditerranéen, mais aussi minéral, rural et spectaculaire. Ce repère donne une image claire du département en quelques secondes.;3;peu commune;Hérault Tourisme;moins de 15 secondes sur smartphone
34 Hérault;géographie;Les lidos méditerranéens;Le littoral héraultais comprend des lidos, ces cordons sableux qui séparent mer et lagunes. Cette géographie fragile structure routes, stations et paysages. Elle montre que la plage est aussi un équilibre naturel, pas seulement une destination de vacances. Ce repère donne une image claire du département en quelques secondes.;3;peu commune;Conservatoire du littoral;moins de 15 secondes sur smartphone
34 Hérault;gastronomie;La tielle de Sète;La tielle de Sète, tourte garnie de poulpe en sauce tomate épicée, raconte une Méditerranée populaire et portuaire. Elle est facile à visualiser et très identitaire. L’Hérault y gagne une spécialité maritime qui tient dans la main. Ce goût local donne une accroche simple au joueur sur smartphone.;1;commune;Ville de Sète;moins de 15 secondes sur smartphone
34 Hérault;gastronomie;Les huîtres de Bouzigues;Les huîtres de Bouzigues sont liées à l’étang de Thau et à ses tables au bord de l’eau. Elles donnent au département une gastronomie de lagune, plus calme que l’océan. Le paysage et l’assiette y sont presque indissociables. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;Sète Archipel de Thau;moins de 15 secondes sur smartphone
34 Hérault;gastronomie;Le muscat de Frontignan;Le muscat de Frontignan donne à l’Hérault une note sucrée et très méditerranéenne. Ce vin doux naturel est associé à un territoire précis, entre vignes, étang et mer. Une spécialité simple pour comprendre le goût du département. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;INAO;moins de 15 secondes sur smartphone
34 Hérault;gastronomie;Les grisettes de Montpellier;Les grisettes de Montpellier sont de petites confiseries anciennes au miel et à la réglisse. Elles auraient accompagné les pèlerins et voyageurs. L’anecdote donne une entrée douce et discrète dans une ville souvent racontée par l’université ou l’architecture. Ce goût local donne une accroche simple au joueur sur smartphone.;3;peu commune;Office de tourisme de Montpellier;moins de 15 secondes sur smartphone
34 Hérault;gastronomie;Le pélardon;Le pélardon, fromage de chèvre du Languedoc, relie l’Hérault aux garrigues, aux petits élevages et aux marchés. Il donne une image plus intérieure que la tielle ou les huîtres. La gastronomie du département monte aussi vers les reliefs. Ce goût local donne une accroche simple au joueur sur smartphone.;2;commune;INAO;moins de 15 secondes sur smartphone
34 Hérault;culture;Les joutes de Sète;Les joutes nautiques de Sète transforment le canal en scène sportive et populaire. Barques, lances et public créent une image très forte. Cette tradition donne à l’Hérault une culture maritime vivante, spectaculaire et immédiatement lisible. C’est un repère culturel facile à retenir pendant une partie.;1;commune;Ville de Sète;moins de 15 secondes sur smartphone
34 Hérault;culture;Brassens à Sète;Georges Brassens est né à Sète, et la ville reste très liée à sa mémoire. Ses chansons donnent au port une dimension intime et populaire. L’Hérault gagne ici une voix, un accent et une poésie très reconnaissables. C’est un repère culturel facile à retenir pendant une partie.;1;commune;Espace Georges Brassens;moins de 15 secondes sur smartphone
34 Hérault;culture;Le musée Fabre;Le musée Fabre de Montpellier montre l’importance artistique de la ville au-delà de son image étudiante. Ses collections donnent au département une profondeur culturelle classique. L’Hérault n’est pas seulement une destination de soleil, mais aussi de peinture. C’est un repère culturel facile à retenir pendant une partie.;2;commune;Musée Fabre;moins de 15 secondes sur smartphone
34 Hérault;culture;Montpellier danse;Montpellier a construit une forte réputation autour de la danse contemporaine et des festivals. Cette culture du mouvement complète l’image universitaire de la ville. Le département devient un territoire de scènes, de chorégraphies et de création actuelle. C’est un repère culturel facile à retenir pendant une partie.;3;peu commune;Montpellier Danse;moins de 15 secondes sur smartphone
34 Hérault;culture;Street art à Sète;Sète accueille une scène de street art visible dans plusieurs quartiers et événements. Les murs ajoutent une couche contemporaine au port, aux canaux et aux façades anciennes. L’Hérault y gagne une culture urbaine colorée, très mobile. C’est un repère culturel facile à retenir pendant une partie.;3;peu commune;K-Live Sète;moins de 15 secondes sur smartphone
34 Hérault;insolite;Les neuf écluses de Fonseranes;Les écluses de Fonseranes, près de Béziers, forment un escalier d’eau spectaculaire sur le Canal du Midi. L’idée se comprend immédiatement. Les bateaux montent ou descendent par paliers, comme si le paysage devenait une mécanique. Ce détail crée une image rapide, utile pour retenir le département.;1;commune;Voies navigables de France;moins de 15 secondes sur smartphone
34 Hérault;insolite;La cathédrale aux piliers massifs;La cathédrale Saint-Pierre de Montpellier surprend par ses deux grands piliers cylindriques à l’entrée. Le détail est très visuel et presque défensif. Il donne à la ville une silhouette religieuse plus massive que ce que l’on attend du Sud. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Ville de Montpellier;moins de 15 secondes sur smartphone
34 Hérault;insolite;Mourèze et ses rochers;Le cirque de Mourèze, près du Salagou, offre un paysage de rochers dolomitiques aux formes étranges. On dirait presque un décor sculpté. L’anecdote donne à l’Hérault une dimension minérale et ludique, loin des plages. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Grand Site Salagou de Mourèze;moins de 15 secondes sur smartphone
34 Hérault;insolite;Sète, île singulière;Sète est souvent appelée l’île singulière, posée entre mer, étang et canaux. Le surnom fonctionne parce qu’il résume une ville difficile à classer. Port, lagune, colline et poésie s’y rencontrent dans un espace très compact. Ce détail crée une image rapide, utile pour retenir le département.;2;commune;Ville de Sète;moins de 15 secondes sur smartphone
34 Hérault;insolite;Clamouse souterraine;La grotte de Clamouse, près de Saint-Guilhem-le-Désert, révèle un Hérault souterrain de concrétions et de volumes cachés. Le contraste avec la lumière méditerranéenne est fort. Sous les garrigues, le département garde une architecture naturelle invisible. Ce détail crée une image rapide, utile pour retenir le département.;3;peu commune;Grotte de Clamouse;moins de 15 secondes sur smartphone
